"sk_cliente","id_cliente","segmento_cliente","canal_aquisicao","uf_cliente","qtd_visitas","primeira_visita","ultima_visita","valor_lifetime","classificacao_retencao"
1565,"CLI01565","PF - Premium","Showroom","BA","6","2023-03-06","2024-03-26","3301.53","Fiel"
2632,"CLI02632","PF - Varejo","Digital","RJ","6","2023-01-31","2024-05-05","17927.58","Fiel"
1771,"CLI01771","PF - Varejo","Indicação","SP","6","2023-01-26","2024-06-03","8864.95","Fiel"
2284,"CLI02284","PF - Premium","Showroom","RJ","6","2023-05-05","2024-11-26","3321.31","Fiel"
2267,"CLI02267","PF - Premium","Digital","SP","6","2023-01-10","2024-09-29","5217.51","Fiel"
3129,"CLI03129","PJ - Frota Pequena","Digital","SP","6","2023-03-04","2024-10-31","11191.71","Fiel"
1409,"CLI01409","PJ - Frota Pequena","CRM Ativo","RS","6","2023-04-02","2024-06-20","5100.12","Fiel"
686,"CLI00686","PJ - Frota Grande","Digital","SP","6","2023-01-19","2024-06-02","10685.28","Fiel"
3126,"CLI03126","PF - Premium","Indicação","SP","6","2023-01-28","2024-05-11","2888.73","Fiel"
3597,"CLI03597","PF - Varejo","Recall","CE","6","2023-09-20","2024-06-19","6740.03","Fiel"
3864,"CLI03864","PF - Premium","CRM Ativo","SP","6","2023-03-14","2024-06-06","2325.80","Fiel"
195,"CLI00195","PF - Varejo","Recall","PR","6","2023-02-23","2024-10-24","8986.22","Fiel"
3354,"CLI03354","PJ - Frota Pequena","Fidelização","MG","6","2023-02-01","2024-11-11","3386.73","Fiel"
3067,"CLI03067","PF - Varejo","Digital","RJ","6","2023-06-24","2024-12-31","10478.41","Fiel"
2036,"CLI02036","PF - Varejo","Indicação","RS","6","2023-03-03","2024-03-06","4954.71","Fiel"
2490,"CLI02490","PF - Premium","Digital","SC","6","2023-07-11","2024-06-13","2916.74","Fiel"
2660,"CLI02660","PF - Varejo","Fidelização","MG","6","2023-02-06","2024-07-05","1667.89","Fiel"
1888,"CLI01888","PJ - Frota Pequena","Indicação","SP","6","2023-05-02","2024-06-06","5717.97","Fiel"
3185,"CLI03185","PF - Premium","Digital","PR","6","2023-01-25","2024-11-23","3212.55","Fiel"
3152,"CLI03152","PJ - Frota Pequena","Digital","SP","6","2023-02-17","2024-12-25","6033.91","Fiel"
1893,"CLI01893","PJ - Frota Pequena","Indicação","ES","6","2023-03-20","2024-07-21","4634.28","Fiel"
3356,"CLI03356","PJ - Frota Pequena","Digital","PR","6","2023-08-19","2024-03-08","13305.01","Fiel"
795,"CLI00795","PF - Premium","Indicação","DF","6","2023-03-28","2024-07-30","6689.83","Fiel"
934,"CLI00934","PF - Varejo","Digital","GO","6","2023-02-05","2024-08-29","14316.82","Fiel"
1690,"CLI01690","PF - Varejo","Digital","RJ","6","2023-02-28","2024-08-30","5592.63","Fiel"
2972,"CLI02972","PF - Varejo","CRM Ativo","PR","6","2023-08-20","2024-12-02","4911.02","Fiel"
3480,"CLI03480","PF - Varejo","Indicação","SP","6","2023-02-17","2024-11-22","10420.14","Fiel"
2571,"CLI02571","PJ - Frota Pequena","Fidelização","SP","6","2023-02-14","2024-06-26","9420.30","Fiel"
2542,"CLI02542","PF - Varejo","Recall","RJ","6","2023-02-22","2024-08-22","7202.62","Fiel"
235,"CLI00235","PF - Premium","Indicação","RJ","6","2023-03-28","2024-11-13","10408.24","Fiel"
1168,"CLI01168","PF - Premium","Digital","DF","6","2023-02-14","2024-09-09","9724.70","Fiel"
3158,"CLI03158","PF - Varejo","Digital","SP","6","2023-08-19","2024-10-15","11857.79","Fiel"
353,"CLI00353","PF - Premium","Indicação","SP","6","2023-01-12","2024-07-07","16708.03","Fiel"
1164,"CLI01164","PJ - Frota Grande","Showroom","RS","6","2023-01-23","2024-09-12","11679.22","Fiel"
1443,"CLI01443","PJ - Frota Grande","Digital","CE","6","2023-03-03","2024-08-25","6945.12","Fiel"
1901,"CLI01901","PF - Premium","Fidelização","MG","6","2023-06-30","2024-11-23","14620.64","Fiel"
2328,"CLI02328","PJ - Frota Pequena","Digital","SP","6","2023-09-12","2024-12-22","5490.10","Fiel"
1410,"CLI01410","PF - Varejo","Fidelização","PR","6","2023-09-07","2024-10-25","8984.55","Fiel"
140,"CLI00140","PJ - Frota Grande","Digital","RJ","6","2023-04-14","2024-12-08","2546.31","Fiel"
1131,"CLI01131","PJ - Frota Pequena","Indicação","RS","6","2023-05-30","2024-12-05","4399.76","Fiel"
1625,"CLI01625","PF - Varejo","Showroom","SP","6","2023-02-13","2024-11-26","4226.33","Fiel"
394,"CLI00394","PF - Varejo","Indicação","SC","6","2023-07-01","2024-07-22","5912.10","Fiel"
2414,"CLI02414","PF - Varejo","Digital","RJ","6","2023-02-03","2024-06-25","5456.63","Fiel"
3402,"CLI03402","PJ - Frota Grande","Indicação","SP","6","2023-04-23","2024-12-03","11790.52","Fiel"
2094,"CLI02094","PF - Varejo","Fidelização","PE","6","2023-02-19","2024-12-14","7312.80","Fiel"
1366,"CLI01366","PJ - Frota Grande","Indicação","RS","6","2023-03-28","2024-12-10","11403.58","Fiel"
2783,"CLI02783","PF - Varejo","Fidelização","RJ","6","2023-01-16","2024-04-27","12703.90","Fiel"
2981,"CLI02981","PJ - Frota Pequena","Digital","SP","6","2023-02-05","2024-10-24","9105.18","Fiel"
3307,"CLI03307","PF - Varejo","Showroom","MG","6","2023-08-15","2024-09-01","7176.25","Fiel"
3466,"CLI03466","PJ - Frota Grande","Showroom","SP","6","2023-01-30","2024-07-30","8547.83","Fiel"
599,"CLI00599","PF - Varejo","Indicação","RJ","6","2023-02-23","2024-11-08","3586.68","Fiel"
1525,"CLI01525","PF - Varejo","Indicação","ES","6","2024-02-17","2024-12-19","4707.74","Fiel"
1314,"CLI01314","PF - Varejo","CRM Ativo","RJ","6","2023-03-23","2024-08-18","2063.57","Fiel"
2307,"CLI02307","PF - Varejo","Indicação","RS","6","2023-03-22","2024-04-20","12205.41","Fiel"
920,"CLI00920","PF - Premium","Digital","DF","6","2023-02-08","2024-06-24","4162.83","Fiel"
47,"CLI00047","PF - Varejo","Digital","BA","6","2023-03-21","2024-12-02","6938.40","Fiel"
101,"CLI00101","PF - Premium","Digital","SC","6","2023-01-22","2024-01-04","5277.73","Fiel"
3833,"CLI03833","PJ - Frota Grande","Digital","CE","6","2023-04-24","2024-12-22","4212.60","Fiel"
522,"CLI00522","PJ - Frota Grande","Indicação","SP","6","2023-06-15","2024-11-19","9118.13","Fiel"
1492,"CLI01492","PJ - Frota Pequena","Indicação","PR","6","2024-01-06","2024-11-08","9134.41","Fiel"
3711,"CLI03711","PF - Varejo","Showroom","RJ","6","2023-02-16","2024-09-29","2658.73","Fiel"
739,"CLI00739","PF - Varejo","Showroom","ES","6","2023-06-17","2024-09-27","2982.22","Fiel"
1110,"CLI01110","PF - Premium","CRM Ativo","SP","6","2023-05-04","2024-10-22","6560.79","Fiel"
741,"CLI00741","PJ - Frota Grande","Indicação","MG","6","2023-07-22","2024-12-24","12764.37","Fiel"
3640,"CLI03640","PF - Varejo","Digital","RJ","6","2023-03-15","2024-04-20","10149.92","Fiel"
85,"CLI00085","PF - Premium","Digital","PR","6","2023-06-12","2024-09-25","11256.01","Fiel"
2245,"CLI02245","PF - Premium","Showroom","MG","6","2023-01-14","2024-11-03","7057.48","Fiel"
2880,"CLI02880","PF - Varejo","Fidelização","MG","6","2023-01-03","2024-12-10","7419.37","Fiel"
3947,"CLI03947","PF - Varejo","Indicação","SP","6","2023-06-25","2024-12-18","11331.24","Fiel"
3257,"CLI03257","PF - Premium","CRM Ativo","RJ","6","2023-04-04","2024-08-13","3201.72","Fiel"
673,"CLI00673","PF - Varejo","Indicação","RJ","6","2023-03-29","2024-10-18","11553.50","Fiel"
2651,"CLI02651","PF - Premium","Fidelização","MG","6","2023-03-08","2024-11-06","5004.67","Fiel"
2360,"CLI02360","PF - Varejo","Showroom","MG","6","2023-01-16","2024-11-10","3797.42","Fiel"
540,"CLI00540","PF - Varejo","Indicação","RJ","6","2023-01-02","2024-12-26","9176.61","Fiel"
277,"CLI00277","PF - Varejo","Showroom","MG","6","2023-01-01","2024-12-05","10178.64","Fiel"
1254,"CLI01254","PJ - Frota Grande","Showroom","PE","6","2023-02-10","2024-10-10","13382.02","Fiel"
2481,"CLI02481","PF - Varejo","Digital","SP","6","2023-05-03","2024-04-01","7980.55","Fiel"
2869,"CLI02869","PF - Varejo","Digital","ES","6","2023-02-04","2024-11-23","18115.66","Fiel"
1868,"CLI01868","PF - Premium","Fidelização","SP","6","2023-06-27","2024-12-06","3130.01","Fiel"
3901,"CLI03901","PF - Varejo","Recall","DF","6","2023-01-29","2024-07-17","3019.65","Fiel"
3628,"CLI03628","PF - Varejo","Showroom","SP","6","2023-03-11","2024-03-23","8173.22","Fiel"
3877,"CLI03877","PF - Premium","Indicação","RS","6","2023-01-13","2024-07-31","7696.15","Fiel"
957,"CLI00957","PF - Varejo","Digital","SP","6","2023-03-07","2024-12-04","2685.62","Fiel"
1536,"CLI01536","PF - Varejo","Digital","ES","6","2023-03-03","2024-10-01","8688.31","Fiel"
2802,"CLI02802","PF - Varejo","Showroom","PR","6","2023-01-25","2024-11-22","10996.65","Fiel"
2014,"CLI02014","PF - Premium","Digital","MG","6","2023-09-26","2024-10-17","4293.21","Fiel"
420,"CLI00420","PF - Varejo","Digital","MG","6","2023-02-09","2024-10-02","7442.40","Fiel"
1651,"CLI01651","PF - Varejo","Fidelização","BA","6","2023-06-30","2024-12-11","8748.79","Fiel"
845,"CLI00845","PF - Varejo","CRM Ativo","RJ","6","2023-03-03","2024-12-14","8158.63","Fiel"
1069,"CLI01069","PF - Varejo","Digital","PR","6","2023-02-11","2024-12-26","5429.80","Fiel"
2240,"CLI02240","PF - Premium","Recall","PR","6","2023-01-17","2024-04-10","4923.81","Fiel"
3989,"CLI03989","PJ - Frota Pequena","Indicação","SP","6","2023-04-15","2024-05-08","6880.97","Fiel"
2112,"CLI02112","PF - Varejo","Indicação","RJ","6","2023-02-01","2024-09-01","7624.75","Fiel"
1032,"CLI01032","PJ - Frota Pequena","Indicação","SP","6","2023-08-11","2024-10-10","9072.62","Fiel"
1652,"CLI01652","PF - Premium","Digital","SP","6","2023-07-27","2024-10-01","5094.09","Fiel"
1518,"CLI01518","PF - Premium","Indicação","BA","6","2023-03-22","2024-10-26","4831.86","Fiel"
1819,"CLI01819","PF - Varejo","Digital","RS","6","2023-06-04","2024-11-20","7825.02","Fiel"
889,"CLI00889","PF - Varejo","Showroom","MG","6","2023-04-15","2024-09-26","4436.15","Fiel"
253,"CLI00253","PF - Varejo","Indicação","BA","6","2023-03-10","2024-10-08","10685.53","Fiel"
603,"CLI00603","PF - Varejo","CRM Ativo","RJ","6","2023-05-08","2024-10-20","2746.92","Fiel"
3089,"CLI03089","PJ - Frota Pequena","Digital","SC","6","2023-11-23","2024-11-21","7955.79","Fiel"
1582,"CLI01582","PJ - Frota Pequena","Indicação","MG","6","2023-02-03","2024-08-30","5491.46","Fiel"
3485,"CLI03485","PF - Premium","CRM Ativo","SP","6","2023-02-17","2024-11-12","5023.47","Fiel"
267,"CLI00267","PF - Varejo","CRM Ativo","RS","6","2023-02-26","2024-12-11","3912.16","Fiel"
861,"CLI00861","PJ - Frota Pequena","Digital","RS","6","2023-02-19","2024-11-17","4188.72","Fiel"
2141,"CLI02141","PF - Varejo","Fidelização","CE","6","2023-01-02","2024-07-07","9268.51","Fiel"
3475,"CLI03475","PF - Varejo","Indicação","SP","6","2023-10-25","2024-12-27","3673.99","Fiel"
2966,"CLI02966","PF - Varejo","Indicação","RJ","6","2023-06-14","2024-10-08","5840.73","Fiel"
685,"CLI00685","PF - Varejo","Recall","MG","6","2023-04-14","2024-11-10","5404.92","Fiel"
79,"CLI00079","PJ - Frota Pequena","Digital","SP","6","2023-05-14","2024-11-18","3854.46","Fiel"
3324,"CLI03324","PF - Varejo","Fidelização","PR","6","2023-04-10","2024-07-24","6678.46","Fiel"
1070,"CLI01070","PJ - Frota Grande","Showroom","PR","6","2023-05-13","2024-12-25","13964.55","Fiel"
997,"CLI00997","PF - Varejo","Indicação","RJ","6","2023-04-25","2024-10-12","6662.63","Fiel"
1302,"CLI01302","PF - Premium","Showroom","RJ","6","2023-02-26","2024-12-19","11947.76","Fiel"
223,"CLI00223","PF - Varejo","Recall","MG","6","2023-08-01","2024-11-27","6469.69","Fiel"
16,"CLI00016","PF - Varejo","Showroom","RS","6","2023-02-26","2024-11-29","4890.17","Fiel"
3663,"CLI03663","PJ - Frota Pequena","Indicação","SP","6","2023-09-04","2024-12-27","15523.94","Fiel"
2637,"CLI02637","PF - Premium","Recall","DF","6","2023-01-14","2024-11-11","4718.22","Fiel"
3314,"CLI03314","PF - Premium","Digital","DF","6","2023-04-18","2024-11-19","4683.36","Fiel"
3565,"CLI03565","PF - Premium","Showroom","RS","6","2023-09-28","2024-11-01","12150.13","Fiel"
3022,"CLI03022","PF - Varejo","Indicação","BA","6","2023-03-01","2024-03-09","9472.10","Fiel"
3489,"CLI03489","PF - Varejo","Indicação","SP","6","2023-04-20","2024-05-22","5086.86","Fiel"
1697,"CLI01697","PF - Varejo","Showroom","SP","5","2023-01-18","2024-12-25","6479.65","Fiel"
3601,"CLI03601","PJ - Frota Pequena","Showroom","SP","5","2023-03-25","2024-10-16","10337.11","Fiel"
3157,"CLI03157","PJ - Frota Grande","Digital","SP","5","2023-02-11","2024-12-31","5097.42","Fiel"
359,"CLI00359","PF - Premium","Indicação","RS","5","2023-12-21","2024-10-23","13426.95","Fiel"
2171,"CLI02171","PF - Premium","Showroom","MG","5","2023-09-07","2024-12-31","5204.40","Fiel"
1724,"CLI01724","PJ - Frota Grande","Recall","RJ","5","2023-03-01","2024-11-15","3408.05","Fiel"
2963,"CLI02963","PF - Premium","Fidelização","PE","5","2023-03-07","2023-12-31","3912.48","Fiel"
2841,"CLI02841","PF - Varejo","Indicação","GO","5","2023-01-13","2024-12-27","2509.07","Fiel"
2441,"CLI02441","PJ - Frota Pequena","Indicação","SP","5","2023-02-12","2024-09-25","2770.53","Fiel"
3213,"CLI03213","PF - Varejo","CRM Ativo","MG","5","2023-07-05","2024-11-07","9630.84","Fiel"
1447,"CLI01447","PF - Varejo","Indicação","ES","5","2023-03-12","2024-09-13","8902.57","Fiel"
2147,"CLI02147","PJ - Frota Pequena","Digital","SC","5","2023-08-26","2024-10-02","2904.95","Fiel"
3284,"CLI03284","PF - Varejo","Fidelização","SP","5","2023-08-06","2024-11-20","9571.00","Fiel"
1030,"CLI01030","PF - Varejo","Indicação","GO","5","2023-05-17","2024-08-26","8191.45","Fiel"
2593,"CLI02593","PF - Premium","Indicação","BA","5","2023-09-08","2024-12-25","8113.77","Fiel"
1136,"CLI01136","PJ - Frota Pequena","Digital","SP","5","2023-02-10","2024-08-27","5418.69","Fiel"
3264,"CLI03264","PF - Premium","Fidelização","PE","5","2023-02-25","2024-12-27","2602.97","Fiel"
2325,"CLI02325","PJ - Frota Pequena","Recall","MG","5","2023-03-27","2024-03-15","6524.75","Fiel"
2504,"CLI02504","PF - Varejo","Recall","SP","5","2023-03-05","2024-07-19","8104.12","Fiel"
2527,"CLI02527","PF - Premium","CRM Ativo","SP","5","2023-06-20","2024-12-11","4271.90","Fiel"
142,"CLI00142","PF - Varejo","Indicação","RS","5","2023-01-06","2024-10-22","12039.34","Fiel"
794,"CLI00794","PJ - Frota Pequena","Indicação","RJ","5","2023-02-21","2024-03-03","9095.35","Fiel"
249,"CLI00249","PF - Premium","Fidelização","SP","5","2023-10-26","2024-11-01","4297.93","Fiel"
341,"CLI00341","PF - Varejo","Showroom","SP","5","2023-07-11","2024-11-27","2244.26","Fiel"
1270,"CLI01270","PF - Premium","Recall","RJ","5","2023-03-08","2024-03-14","17491.60","Fiel"
3392,"CLI03392","PF - Varejo","Indicação","MG","5","2023-07-24","2024-12-02","7608.10","Fiel"
2523,"CLI02523","PF - Varejo","Indicação","SP","5","2023-06-16","2024-12-31","19801.75","Fiel"
3382,"CLI03382","PF - Varejo","Digital","MG","5","2023-01-09","2024-03-10","7661.05","Fiel"
918,"CLI00918","PF - Varejo","Digital","SP","5","2023-01-12","2024-11-06","8337.04","Fiel"
840,"CLI00840","PF - Varejo","Indicação","SP","5","2023-10-31","2024-09-12","4491.20","Fiel"
2109,"CLI02109","PF - Varejo","CRM Ativo","RJ","5","2024-01-18","2024-10-17","5457.10","Fiel"
562,"CLI00562","PF - Premium","Indicação","RJ","5","2024-03-03","2024-10-30","6721.17","Fiel"
3278,"CLI03278","PF - Varejo","Showroom","ES","5","2023-03-14","2024-08-06","4731.46","Fiel"
3982,"CLI03982","PJ - Frota Pequena","CRM Ativo","SP","5","2023-04-05","2024-10-24","4017.87","Fiel"
3020,"CLI03020","PF - Varejo","CRM Ativo","CE","5","2023-01-27","2024-05-08","6550.40","Fiel"
1883,"CLI01883","PF - Varejo","Recall","MG","5","2023-02-19","2024-11-28","5176.00","Fiel"
67,"CLI00067","PF - Premium","Indicação","SP","5","2023-02-06","2024-12-27","7610.68","Fiel"
3492,"CLI03492","PF - Varejo","Indicação","PR","5","2023-07-13","2024-08-13","10111.42","Fiel"
1475,"CLI01475","PJ - Frota Grande","Indicação","RS","5","2023-01-04","2024-09-05","2250.16","Fiel"
3469,"CLI03469","PF - Varejo","CRM Ativo","SP","5","2023-07-09","2024-12-28","6101.66","Fiel"
19,"CLI00019","PF - Varejo","Indicação","SP","5","2023-03-29","2024-08-14","6862.80","Fiel"
3075,"CLI03075","PJ - Frota Grande","Indicação","PR","5","2023-02-15","2023-10-30","10475.23","Fiel"
1600,"CLI01600","PF - Varejo","Indicação","SP","5","2023-06-15","2024-12-10","2072.14","Fiel"
1985,"CLI01985","PF - Varejo","Indicação","MG","5","2023-01-01","2024-01-29","7768.00","Fiel"
2227,"CLI02227","PJ - Frota Grande","Digital","SP","5","2023-07-01","2024-10-09","4376.42","Fiel"
1908,"CLI01908","PJ - Frota Pequena","Showroom","CE","5","2023-04-09","2024-11-14","3434.30","Fiel"
2928,"CLI02928","PF - Varejo","Digital","BA","5","2023-02-26","2024-06-11","3746.49","Fiel"
1440,"CLI01440","PF - Varejo","Recall","SP","5","2023-03-28","2024-08-07","2992.94","Fiel"
3099,"CLI03099","PF - Premium","Showroom","RJ","5","2023-03-25","2024-12-07","11526.61","Fiel"
1870,"CLI01870","PJ - Frota Pequena","Indicação","SP","5","2023-02-26","2024-10-25","7930.20","Fiel"
4,"CLI00004","PF - Varejo","Showroom","MG","5","2023-09-07","2024-10-29","10234.52","Fiel"
1212,"CLI01212","PJ - Frota Pequena","Digital","SP","5","2023-01-29","2024-11-09","4668.20","Fiel"
3202,"CLI03202","PF - Varejo","Digital","SP","5","2023-04-04","2024-04-21","4052.02","Fiel"
2066,"CLI02066","PJ - Frota Pequena","Digital","SP","5","2024-02-17","2024-11-06","4713.51","Fiel"
3276,"CLI03276","PF - Varejo","Indicação","PR","5","2023-06-14","2024-09-09","3090.24","Fiel"
2243,"CLI02243","PF - Varejo","Digital","MG","5","2023-09-09","2024-12-12","12561.86","Fiel"
1554,"CLI01554","PF - Premium","Fidelização","SC","5","2023-08-16","2024-09-29","4975.15","Fiel"
3498,"CLI03498","PJ - Frota Pequena","Digital","SP","5","2023-03-21","2024-12-02","8886.49","Fiel"
2392,"CLI02392","PJ - Frota Pequena","Digital","SP","5","2023-03-02","2023-12-29","11889.24","Fiel"
3452,"CLI03452","PF - Varejo","Digital","SP","5","2023-05-06","2024-10-22","6598.25","Fiel"
3987,"CLI03987","PJ - Frota Pequena","Fidelização","SP","5","2023-05-10","2024-09-27","4083.08","Fiel"
206,"CLI00206","PF - Varejo","Indicação","ES","5","2023-03-14","2024-10-10","5313.54","Fiel"
3491,"CLI03491","PF - Varejo","Indicação","RJ","5","2023-07-03","2024-09-05","1537.18","Fiel"
2207,"CLI02207","PF - Varejo","CRM Ativo","MG","5","2023-03-25","2024-11-28","3627.42","Fiel"
3132,"CLI03132","PJ - Frota Pequena","Digital","SP","5","2023-11-15","2024-10-13","6612.59","Fiel"
1209,"CLI01209","PJ - Frota Grande","Fidelização","SC","5","2023-05-16","2024-11-09","6912.18","Fiel"
2028,"CLI02028","PF - Varejo","Showroom","SP","5","2023-03-15","2024-12-28","1858.90","Fiel"
660,"CLI00660","PJ - Frota Pequena","Indicação","RS","5","2023-04-21","2024-02-17","6871.97","Fiel"
3174,"CLI03174","PJ - Frota Pequena","Showroom","SP","5","2023-01-20","2024-09-28","1935.38","Fiel"
2960,"CLI02960","PF - Varejo","Fidelização","PE","5","2023-03-16","2024-03-19","9696.70","Fiel"
783,"CLI00783","PF - Varejo","Digital","RS","5","2023-02-04","2024-08-21","4957.49","Fiel"
100,"CLI00100","PJ - Frota Pequena","Indicação","MG","5","2023-12-03","2024-05-28","3149.84","Fiel"
1763,"CLI01763","PF - Varejo","Digital","SP","5","2023-02-06","2024-11-18","3250.96","Fiel"
1701,"CLI01701","PJ - Frota Pequena","Indicação","SP","5","2023-04-08","2024-03-15","8769.27","Fiel"
467,"CLI00467","PJ - Frota Grande","Indicação","RJ","5","2023-03-30","2024-10-14","6052.59","Fiel"
3554,"CLI03554","PF - Varejo","Digital","SP","5","2023-02-09","2024-11-07","3634.72","Fiel"
3820,"CLI03820","PF - Varejo","Indicação","RJ","5","2023-01-20","2024-05-04","12058.95","Fiel"
319,"CLI00319","PF - Varejo","Recall","BA","5","2023-06-25","2023-10-24","5366.27","Fiel"
2026,"CLI02026","PF - Varejo","Indicação","PE","5","2023-02-19","2024-12-21","9640.46","Fiel"
3363,"CLI03363","PF - Varejo","Digital","SP","5","2024-01-04","2024-08-05","4915.87","Fiel"
1599,"CLI01599","PJ - Frota Grande","Showroom","MG","5","2023-03-24","2024-10-18","5084.57","Fiel"
2724,"CLI02724","PF - Varejo","Recall","SP","5","2023-03-09","2024-11-16","11318.59","Fiel"
471,"CLI00471","PF - Varejo","CRM Ativo","RJ","5","2023-05-25","2024-11-26","4676.64","Fiel"
